Genus;Species;Center Lat;Center Long;C-Square;Depth (m);Surface Water Temp. (°C);Bottom Water Temp. (°C);Surface Salinity (psu);Bottom Salinity (psu);Primary Production (mgC·m-3·day-1);Sea Ice Concentration (0-1 fraction);Dissolved Bottom Oxygen (mmol·m-3);Distance to Land (km)
Sardinella;aurita;39.75;0.25;1300:390:3;192;19.47541237;13.6159544;37.22977829;38.27842331;1.814999967;0;221.9315338;49
Sardinella;aurita;39.75;25.25;1302:495:3;92;18.84778404;15.77688122;32.78412628;38.92599106;1.141999965;0;228.8973694;20
Sardinella;aurita;39.75;-0.25;7300:390:3;33;19.50998116;18.39046288;37.21468735;37.97032928;3.019999946;0;238.4355927;7
Sardinella;aurita;39.75;25.75;1302:495:4;131;18.69349861;15.61706734;31.93973541;38.9628334;2.987999935;0;219.8115692;86
Sardinella;aurita;39.75;-74.25;7307:394:3;8;14.25615215;14.31525612;32.02205658;32.42305756;14.84800037;0;258.3639221;9
Sardinella;aurita;39.75;2.25;1300:392:3;658;19.82684898;13.63300419;37.13275909;38.29504013;0.584999972;0;233.3242188;21
Sardinella;aurita;39.75;22.75;1302:392:4;56;19.55145836;16.74209404;34.70098877;38.33914185;5.668701138;0;234.7276306;6
Sardinella;aurita;39.75;2.75;1300:392:4;334;19.77823639;14.96004391;37.16917038;38.18339157;0.570128148;0;223.2519684;9
Sardinella;aurita;39.75;23.25;1302:393:3;219;19.59899902;14.67999172;34.26139832;38.93606949;1.521000057;0;213.3696594;21
Sardinella;aurita;40.25;0.75;1400:100:2;65;19.28873444;14.11972618;37.08093262;38.19930649;2.668000059;0;242.6071777;49
Sardinella;aurita;40.25;-73.75;7407:103:2;25;14.05660725;12.85533524;31.97361755;33.59673309;21.48300037;0;250.2698059;21
Sardinella;aurita;40.25;22.75;1402:102:2;50;19.39881134;14.96936226;34.87293243;38.68575668;9.467000142;0;238.6898499;17
Sardinella;aurita;40.25;1.25;1400:101:1;528;19.24243546;13.07565594;37.3856926;38.45203018;1.552999951;0;189.3904114;80
Sardinella;aurita;40.25;23.25;1402:103:1;61;19.53840065;15.6623764;34.47106171;38.46802902;6.597000174;0;245.1183014;13
Sardinella;aurita;40.25;23.75;1402:103:2;103;19.41189194;15.72477341;33.30542374;38.51189041;4.39100014;0;244.4393921;14
Sardinella;aurita;40.25;3.25;1400:103:1;1362;19.55249786;13.07647514;37.33890533;38.46688843;0.699999975;0;193.7450409;85
Sardinella;aurita;40.25;5.25;1400:205:1;2819;19.36251831;13.04305172;37.19494629;38.44350052;0.875000027;0;193.9228668;127
Sardinella;aurita;40.25;4.25;1400:104:1;1391;19.38798904;13.08225536;37.41653442;38.46508026;0.859000022;0;193.6309662;20
Sardinella;aurita;40.25;24.25;1402:104:1;343;19.12021255;14.63609695;32.72721863;38.93392944;1.336000045;0;217.6052856;19
Sardinella;aurita;40.25;24.75;1402:104:2;668;18.84733963;13.85543156;32.35421371;37.64266968;0.854999991;0;177.2615051;85
Sardinella;aurita;40.25;-10.75;7401:100:2;4784;17.33659744;2.071491957;35.89567184;34.89619827;1.47300004;0;247.6146393;182
Sardinella;aurita;40.25;25.75;1402:205:2;298;18.47209167;16.93633461;29.45579338;38.53521347;3.894000081;0;244.2511902;19
Sardinella;aurita;40.25;0.25;1400:100:1;41;19.37973404;16.55732536;36.92025757;38.05846405;2.531999955;0;249.8993835;11
Sardinella;aurita;40.75;25.75;1402:205:4;47;18.48851395;16.53054428;28.91514587;38.37508774;5.762999877;0;244.0871124;16
Sardinella;aurita;40.75;0.75;1400:100:4;35;19.05866241;18.99951363;37.07146454;37.54872894;17.79299974;0;234.7076874;12
Sardinella;aurita;40.75;-73.25;7407:103:3;13;13.41462803;13.62015629;31.93077469;32.16366196;20.34199983;0;268.8540955;12
Sardinella;aurita;40.75;-73.75;7407:103:4;8;13.44075298;13.01430416;29.83181763;32.50247574;31.2823765;0.008716623;267.2479248;10
Sardinella;aurita;40.75;14.25;1401:104:3;285;19.92247391;14.4757843;37.91002655;38.39322281;3.093000036;0;241.793045;15
Sardinella;aurita;40.75;1.25;1400:101:3;157;19.03418541;13.61351776;37.4137001;38.29079819;8.278000169;0;230.3644104;63
Sardinella;aurita;40.75;23.75;1402:103:4;29;19.07384491;15.48358631;32.7782135;38.53095245;5.295000039;0;242.374588;7
Sardinella;aurita;40.75;19.25;1401:209:3;133;19.60901451;17.35395432;38.37428284;38.57843781;5.472999997;0;241.6468658;19
Sardinella;aurita;40.75;-8.75;7400:208:4;29;16.03217697;15.66737175;34.71341324;35.86042023;28.50900032;0;260.4291687;14
Sardinella;aurita;40.75;24.25;1402:104:3;87;18.94105339;15.39319611;32.05428696;38.87956238;3.384999931;0;221.5382385;15
Sardinella;aurita;40.75;24.75;1402:104:4;82;18.72824097;15.98869038;31.50618744;38.68252182;2.804999938;0;242.0133514;16
Sardinella;aurita;40.75;-72.25;7407:102:3;37;13.45112705;11.40399265;31.89221954;33.8732872;7.718000095;0;262.8124695;20
Sardinella;aurita;40.75;-72.75;7407:102:4;25;13.39268017;11.47429466;31.78378868;33.40673447;7.891999558;0;276.3696289;14
Sardinella;aurita;40.75;25.25;1402:205:3;88;18.58149147;15.71471786;30.39979744;38.83030319;2.988999942;0;231.4765625;20
Sardinella;aurita;41.25;-70.75;7407:110:2;33;12.44579983;10.82241726;31.63474083;33.30610275;4.664000124;0;278.8883057;19
Sardinella;aurita;41.25;18.75;1401:218:2;589;19.43950272;13.76469421;38.42198181;38.74227142;1.463999972;0;204.0215912;84
Sardinella;aurita;41.25;1.25;1400:111:1;78;18.74271584;16.96936989;37.2534523;37.79321289;10.69323812;0;243.8802185;6
Sardinella;aurita;41.25;1.75;1400:111:2;270;18.81803894;16.46509933;37.67601013;38.10443878;7.108000107;0;250.2064819;11
Sardinella;aurita;41.25;2.25;1400:112:1;491;18.70833588;13.10149384;37.72795486;38.48904419;3.517000005;0;188.1771698;18
Sardinella;aurita;41.25;2.75;1400:112:2;1160;18.6344223;13.07619381;37.74175262;38.46677017;1.841000048;0;193.7158508;79
Sardinella;aurita;41.75;3.25;1400:113:3;276;17.71052742;13.44425774;37.80295944;38.45252991;3.327999962;0;231.9269104;18
Sardinella;aurita;41.75;-70.75;7407:110:4;7;12.19857025;11.86841393;31.36360168;32.21009445;9.84099973;0;276.9893494;7
Sardinella;aurita;41.75;6.25;1400:216:3;2618;18.0496254;13.04738045;37.8207283;38.4190979;0.792999985;0;194.3033447;202
Sardinella;aurita;41.75;2.75;1400:112:4;162;18.16747475;16.25667191;37.79286575;38.20463943;3.936000168;0;250.462738;8
Sardinella;aurita;42.25;3.25;1400:123:1;97;17.16052818;13.83249092;37.74037552;38.39006424;2.512000035;0;247.8829803;13
Sardinella;aurita;42.25;3.75;1400:123:2;878;17.20518494;13.07296085;37.82328415;38.4635849;3.085999982;0;193.6873169;62
Sardinella;aurita;42.25;40.75;1404:120:2;1568;17.53274918;8.870025635;18.95137787;22.3774147;0.865000009;0;0.516103029;103
Sardinella;aurita;42.75;29.25;1402:229:3;1980;16.23731422;9.098448753;18.74346733;22.36016273;0.775999972;0;1.454743981;110
Sardinella;aurita;42.75;9.25;1400:229:3;630;18.82462311;14.28493977;38.0130806;38.25830841;0.679999997;0;252.4659119;10
Sardinella;aurita;42.75;17.25;1401:227:3;93;19.15251923;13.67754555;38.40366364;38.66555786;3.725999966;0;234.6146851;20
Sardinella;aurita;42.75;9.75;1400:229:4;358;19.16072464;13.58080387;38.03995132;38.59077454;0.712000008;0;190.5268402;20
Sardinella;aurita;42.75;17.75;1401:227:4;116;19.2638073;13.78138065;38.39919662;38.6763382;6.84100017;0;239.4416351;15
Sardinella;aurita;42.75;41.25;1404:121:3;493;17.57935715;8.948419571;18.90717125;19.41757011;8.473999798;0;258.2105408;15
Sardinella;aurita;43.25;9.25;1400:239:1;1226;18.59754562;13.22701168;38.03927231;38.5287323;0.396999996;0;189.2838593;20
Sardinella;aurita;43.25;28.25;1402:238:1;67;15.72143269;12.33018112;17.66261292;18.318964;5.518999882;0;295.6347351;17
Sardinella;aurita;43.25;4.25;1400:134:1;71;16.98760605;13.95573235;36.46764755;38.3839798;23.59800041;0;248.6604614;48
Sardinella;aurita;43.25;-3.25;7400:133:1;41;16.84090614;10.20855427;35.4450531;35.80418015;5.217352416;0;221.9392548;3
Sardinella;aurita;43.25;5.75;1400:235:2;242;17.75476646;13.68377399;37.82538223;38.42223358;8.735712618;0;228.8325958;7
Sardinella;aurita;43.25;16.25;1401:236:1;68;18.7840004;14.44006443;38.2862587;38.51533508;3.13899992;0;250.5690765;19
Sardinella;aurita;43.75;7.75;1400:237:4;1425;18.36335564;13.19524574;38.12075043;38.45680237;1.230000053;0;194.7799835;14
Sardinella;aurita;43.75;30.25;1403:130:3;470;16.06060219;8.841378212;18.55840874;22.1247654;1.034999965;0;0.102930002;141
Sardinella;aurita;43.75;34.25;1403:134:3;2159;16.01845741;9.225130081;18.92292213;22.33906746;0.532999984;0;1.931625962;96
Sardinella;aurita;43.75;-6.75;7400:236:4;144;15.81019211;11.90756893;35.50387573;35.67524719;9.4569996;0;238.8204193;16
Sardinella;aurita;43.75;15.25;1401:235:3;31;18.61857796;13.09501839;37.92746735;38.6149292;2.05000001;0;228.5391083;20
Sardinella;aurita;43.75;7.25;1400:237:3;725;18.48358917;13.26657867;38.11256409;38.54350281;2.145000035;0;189.2902069;8
Sardinella;aurita;44.25;9.25;1400:249:1;671;18.80731583;13.22045803;38.09096527;38.51006317;0.402000005;0;190.1685486;14
Sardinella;aurita;44.25;28.75;1402:248:2;55;15.40279484;12.09704018;15.57306194;18.22143936;35.49699858;0;292.9250183;13
Sardinella;aurita;44.75;13.25;1401:143:3;76;18.06917191;14.60260582;34.83023071;38.37823486;9.611999616;0;245.7411957;79
Sardinella;aurita;45.25;-5.75;7400:455:2;4735;15.79396343;2.138401985;35.68847656;34.8992424;4.956999794;0;240.6488495;203
Sardinella;aurita;45.75;13.75;1401:353:4;68;17.10956001;15.85373306;35.00230408;37.00266647;12.958562;0;264.2174988;6
Sardinella;aurita;45.75;32.75;1403:352:4;29;14.63677216;12.56900406;16.33196068;17.89439964;9.452999569;0;305.1976624;17
